,,,,,,,,,,,,,,,,,,,,,,ListofBrooklynBuildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,STREET1,,,,,STSUFX1,,,,BLDGNO2,,,,STREET2,,,STSUFX2,,,COUNTY,,,CITY,,,,STATUS1,,,STATUS2,,,,,,STATUS3,,BLOCK,,,,LOT,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ListofBrooklynBuildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,,STREET1,,,,,,,,STSUFX1,,,,,BLDGNO2,,,STREET2,,,STSUFX2,,COUNTY,,,CITY,,,,STATUS1,,,STATUS2,,,,,,,STATUS3,,BLOCK,,,LOT,,

11218,,,82,,,,,E 5TH,,,,,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,5273,,,37,,

11218,,,221,,,,,E 5TH,,,,,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5328,,,79,,

11218,,,445,,,,,E 5TH,,,,,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5357,,,54,,

11218,,,623 TO 635,,,,,E 5TH,,,,,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5389,,,67,,

11218,,,669,,,,,E 5TH,,,,,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5399,,,1,,

11218,,,217,,,,,E 7TH,,,,,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5330,,,24,,

11218,,,227,,,,,E 7TH,,,,,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5330,,,24,,

11218,,,465,,,,,E 7TH,,,,,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,,5376,,,76,,

11218,,,495,,,,,E 7TH,,,,,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,5376,,,68,,

11218,,,515,,,,,E 7TH,,,,,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,COOP/CONDO PLANFILE,,,,,,,,,5376,,,58,,

11218,,,599,,,,,E 7TH,,,,,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,5391,,,61,,

11218,,,70,,,,,E 8TH,,,,,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5321,,,51,,

11218,,,200,,,,,E 8TH,,,,,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,GARDENCOMPLEX,,,,,,,,,5340,,,18,,

11218,,,222,,,,,E 8TH,,,,,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,,5340,,,22,,

11218,,,227,,,,,E 8TH,,,,,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5342,,,33,,

11218,,,376,,,,,E 8TH,,,,,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,,5376,,,10,,

11218,,,430,,,,,E 8TH,,,,,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5376,,,33,,

11218,,,475,,,,,E 8TH,,,,,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,5392,,,85,,

11218,,,499,,,,,E 8TH,,,,,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5392,,,71,,

11218,,,205,,,,,E 9TH,,,,,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5361,,,1,,

11218,,,263,,,,,E 9TH,,,,,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5361,,,55,,

11218,,,323,,,,,E 9TH,,,,,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5378,,,80,,

11218,,,440,,,,,E 9TH,,,,,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5392,,,27,,

11218,,,2922,,,,,FORT HAMILTON,,,,,,,,PKWY,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5317,,,3,,

11218,,,800 TO 814,,,,,GREENWOOD,,,,,,,,AVE,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5287,,,21,,

11218,,,2 TO 24,,,,,HINCKLEY,,,,,,,,PL,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5343,,,1,,

11218,,,14,,,,,LEWIS,,,,,,,,PL,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,,5141,,,32,,

11218,,,25,,,,,LOUISA,,,,,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5314,,,17,,

11218,,,333,,,,,MCDONALD,,,,,,,,AVE,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5324,,,1,,

11218,,,347,,,,,MCDONALD,,,,,,,,AVE,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5324,,,55,,

11218,,,355,,,,,MCDONALD,,,,,,,,AVE,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5324,,,53,,

11218,,,495,,,,,MCDONALD,,,,,,,,AVE,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5353,,,84,,

11218,,,514,,,,,MCDONALD,,,,,,,,AVE,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5352,,,18,,

11218,,,521,,,,,MCDONALD,,,,,,,,AVE,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5353,,,71,,

11218,,,522,,,,,MCDONALD,,,,,,,,AVE,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5352,,,21,,

11218,,,523,,,,,MCDONALD,,,,,,,,AVE,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,5353,,,70,,

11218,,,525,,,,,MCDONALD,,,,,,,,AVE,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5353,,,68,,

11218,,,529,,,,,MCDONALD,,,,,,,,AVE,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,5353,,,67,,

11218,,,535,,,,,MCDONALD,,,,,,,,AVE,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,5353,,,65,,

11218,,,536,,,,,MCDONALD,,,,,,,,AVE,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5352,,,26,,

11218,,,537,,,,,MCDONALD,,,,,,,,AVE,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,421-A (1-15),,,,,,,,,5353,,,64,,

11218,,,541,,,,,MCDONALD,,,,,,,,AVE,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5353,,,63,,

11218,,,545,,,,,MCDONALD,,,,,,,,AVE,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,5353,,,61,,

11218,,,549,,,,,MCDONALD,,,,,,,,AVE,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5353,,,60,,

11218,,,555,,,,,MCDONALD,,,,,,,,AVE,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5353,,,58,,

11218,,,10 TO 16,,,,,OCEAN,,,,,,,,PKWY,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5287,,,1,,

11218,,,29 TO 49,,,,,OCEAN,,,,,,,,PKWY,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5320,,,9,,

11218,,,30,,,,,OCEAN,,,,,,,,PKWY,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,5286,,,1,,

11218,,,40,,,,,OCEAN,,,,,,,,PKWY,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5285,,,40,,

11218,,,50,,,,,OCEAN,,,,,,,,PKWY,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5319,,,1,,

11218,,,71,,,,,OCEAN,,,,,,,,PKWY,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5320,,,1,,

11218,,,100,,,,,OCEAN,,,,,,,,PKWY,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5319,,,24,,

11218,,,101,,,,,OCEAN,,,,,,,,PKWY,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,5321,,,1,,

11218,,,110,,,,,OCEAN,,,,,,,,PKWY,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,5328,,,10,,

11218,,,120,,,,,OCEAN,,,,,,,,PKWY,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5328,,,15,,

11218,,,125,,,,,OCEAN,,,,,,,,PKWY,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5329,,,1,,

11218,,,130,,,,,OCEAN,,,,,,,,PKWY,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,5328,,,21,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,Page133of 284,,,
,,,,,,,,,,,,,,,,,,,ListofBrooklynBuildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,STREET1,,,,,STSUFX1,,,BLDGNO2,,,STREET2,,,STSUFX2,,COUNTY,,,CITY,,,,STATUS1,,,STATUS2,,,,,,,STATUS3,,,BLOCK,,,LOT,,

11218,,,135,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,,5329,,,72,,

11218,,,140,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5328,,,23,,

11218,,,175,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,,,5329,,,68,,

11218,,,178,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5328,,,37,,

11218,,,179,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,COOP/CONDO PLANFILE,,,,,,,,,,5329,,,62,,

11218,,,183,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5329,,,58,,

11218,,,191 TO 201,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5329,,,52,,

11218,,,205 TO 207,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,,5339,,,1,,

11218,,,227,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,,5339,,,61,,

11218,,,230,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5338,,,70,,

11218,,,239 TO 241,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5339,,,54,,

11218,,,240 TO 248,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,,5338,,,75,,

11218,,,243 TO 245,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5339,,,52,,

11218,,,249,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5339,,,45,,

11218,,,250,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5338,,,81,,

11218,,,260 TO 272,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5357,,,5,,

11218,,,274 TO 296,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,,5357,,,17,,

11218,,,279 TO 295,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5358,,,77,,

11218,,,300 TO 308,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,,5357,,,30,,

11218,,,305,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,,5358,,,71,,

11218,,,315,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5358,,,63,,

11218,,,320 TO 328,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5357,,,40,,

11218,,,330,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5357,,,45,,

11218,,,349,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5375,,,82,,

11218,,,350,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,,5374,,,10,,

11218,,,363,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5375,,,77,,

11218,,,370,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,,5374,,,21,,

11218,,,377,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,,5375,,,72,,

11218,,,386,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5374,,,30,,

11218,,,387 TO 395,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5375,,,63,,

11218,,,388 TO 394,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5374,,,34,,

11218,,,402,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5374,,,41,,

11218,,,407 TO 417,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,EVICT COOP/CONDO,,,,,,,,,,5375,,,49,,

11218,,,410 TO 418,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5374,,,44,,

11218,,,420 TO 430,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5389,,,10,,

11218,,,450,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5389,,,24,,

11218,,,455,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5390,,,74,,

11218,,,465,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5390,,,66,,

11218,,,470 TO 480,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5389,,,34,,

11218,,,483,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5390,,,61,,

11218,,,488,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,,5389,,,41,,

11218,,,490 TO 498,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5389,,,46,,

11218,,,499 TO 501,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5390,,,53,,

11218,,,514,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5399,,,15,,

11218,,,525,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,,5400,,,91,,

11218,,,535,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5400,,,83,,

11218,,,540,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,,5399,,,21,,

11218,,,567 TO 569,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,,,5400,,,74,,

11218,,,570,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,COOP/CONDO PLANFILE,,,,,,,,,,5399,,,41,,

11218,,,571,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,,,5400,,,72,,

11218,,,572 TO 580,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5399,,,45,,

11218,,,581,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,421-A (1-15),,,5400,,,68,,

11218,,,601,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,,5400,,,7501,,

11218,,,602 TO 618,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5412,,,14,,

11218,,,622,,,OCEAN,,,,,PKWY,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5412,,,24,,

11218,,,135,,,PROSPECT,,,,,PARK SW,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,,5257,,,45,,

11218,,,185,,,PROSPECT,,,,,PARK SW,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5279,,,19,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page134of 284,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListofBrooklynBuildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,,STREET1,,,,,,,,STSUFX1,,,,BLDGNO2,,,,STREET2,,,,,,STSUFX2,,,,COUNTY,,,CITY,,,,STATUS1,,,STATUS2,,,,,,,STATUS3,,,BLOCK,,,LOT,,

11218,,,199,,,,,PROSPECT,,,,,,,,PARK SW,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5287,,,35,,

11218,,,1218 TO 1224,,,,,PROSPECT,,,,,,,,AVE,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,,5274,,,9,,

11218,,,1293,,,,,PROSPECT,,,,,,,,AVE,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5277,,,1,,

11218,,,47 TO 49,,,,,REEVE,,,,,,,,PL,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,COOP/CONDO PLANFILE,,,,,,,,,,5275,,,36,,

11218,,,176,,,,,SEELEY,,,,,,,,ST,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5268,,,2,,

11218,,,202,,,,,SEELEY,,,,,,,,ST,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,,5268,,,18,,

11218,,,10,,,,,STRATFORD,,,,,,,,RD,,,,10,,,,E 11TH,,,,,,ST,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5071,,,9,,

11218,,,15,,,,,STRATFORD,,,,,,,,RD,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,,5072,,,58,,

11218,,,35 TO 49,,,,,STRATFORD,,,,,,,,RD,,,,35 TO 49,,,,E 11TH,,,,,,ST,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5072,,,47,,

11218,,,38,,,,,STRATFORD,,,,,,,,RD,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5071,,,22,,

11218,,,51,,,,,STRATFORD,,,,,,,,RD,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5072,,,41,,

11218,,,395,,,,,STRATFORD,,,,,,,,RD,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5154,,,59,,

11218,,,415,,,,,STRATFORD,,,,,,,,RD,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,,,5154,,,47,,

11218,,,428,,,,,STRATFORD,,,,,,,,RD,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5153,,,31,,

11218,,,470,,,,,STRATFORD,,,,,,,,RD,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5174,,,8,,

11218,,,480,,,,,STRATFORD,,,,,,,,RD,,,,843,,,,CONEY ISLAND,,,,,,AVE,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,,5174,,,7501,,

11218,,,37 TO 51,,,,,TEHAMA,,,,,,,,ST,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5309,,,29,,

11218,,,40,,,,,TEHAMA,,,,,,,,ST,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5307,,,70,,

11218,,,159,,,,,TEHAMA,,,,,,,,ST,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5308,,,1,,

11218,,,4,,,,,TERRACE,,,,,,,,PL,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5260,,,7,,

11218,,,20,,,,,TERRACE,,,,,,,,PL,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5260,,,14,,

11218,,,39,,,,,TURNER,,,,,,,,PL,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,5112,,,29,,

